Feature ID	Taxon	Confidence
MJ010-1-barcode29-umi121831bins-ubs-5	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__SG-bin7; g__SG-bin7; s__SG-bin7 sp002083485	1.0
MJ030-1-barcode25-umi10121bins-ubs-43	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Caloramatoraceae; g__Clostridium_AB; s__Clostridium_AB cylindrosporum	1.0
G001788475	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__GWA2-73-35; s__GWA2-73-35 sp001788495	1.0
MJ034-1-barcode33-umi20998bins-ubs-9	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__SG-bin7; g__SG-bin7; s__SG-bin7 sp002083485	1.0
G002335425	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__UBA2017; s__UBA2017 sp002335425	1.0
G003819865	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__; f__; g__; s__	1.0
MJ030-2-barcode62-umi7033bins-ubs-60	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Emticicia; s__	1.0
G001746835	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera_756365; s__Lacunisphaera limnophila	1.0
MJ030-1-barcode42-umi89449bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Variibacter; s__	1.0
X73395	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales_A; f__Legionellaceae_A; g__Tatlockia; s__Tatlockia feeleii	1.0
MJ020-2-barcode52-umi99025bins-ubs-3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__VadinHA17_877549; g__; s__	1.0
RS-GCF-016907755.1-NZ-JAFBCN010000001.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulosimicrobium; s__Cellulosimicrobium fucosivorans	1.0
RS-GCF-900110955.1-NZ-FOFR01000054.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Lentzea; s__Lentzea xinjiangensis	1.0
MJ020-1-barcode34-umi5177bins-ubs-61	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA9339; f__UBA9339; g__UBA9339; s__UBA9339 sp001801345	1.0
MJ030-2-barcode59-umi16743bins-ubs-35	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Terrimonas_941723; s__	1.0
MJ034-1-barcode39-umi15163bins-ubs-20	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__; s__	1.0
G004145215	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__2011-GWC2-44-17; s__2011-GWC2-44-17 sp004145215	1.0
MN737201	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Rahnella_728831; s__Rahnella aceris	1.0
MJ030-2-barcode59-umi55760bins-ubs-12	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium_485350; s__	1.0
MJ034-2-barcode60-umi1991bins-ubs-217	d__Bacteria; p__Bdellovibrionota_E; c__Oligoflexia; o__Oligoflexales; f__Bin106; g__Bin106; s__Bin106 sp002238945	1.0
MJ034-2-barcode52-umi18427bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__; s__	1.0
MJ032-2-barcode71-umi1381bins-ubs-176	d__Bacteria; p__Bdellovibrionota_E; c__Oligoflexia; o__Oligoflexales; f__Bin106; g__Bin106; s__Bin106 sp002238945	1.0
MJ032-2-barcode69-umi98241bins-ubs-3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__LD1; g__UBA7692; s__UBA7692 sp001897535	1.0
FR733719	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium sphagni	1.0
MJ032-2-barcode70-umi72677bins-ubs-5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__VBAT01; s__	1.0
EF424403	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium_485351; s__Novosphingobium mathurense	1.0
MJ020-1-barcode34-umi107007bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574934; g__Noviherbaspirillum_A_569121; s__Noviherbaspirillum_A_569121 denitrificans	1.0
MJ030-2-barcode69-umi99970bins-ubs-4	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__Microtrichaceae; g__; s__	1.0
MJ034-1-barcode29-umi510bins-ubs-640	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter_906144; s__	1.0
AM501435	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Pelomonas; s__Pelomonas aquatica	1.0
MJ034-2-barcode52-umi13732bins-ubs-9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__; s__	1.0
MN056040	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574934; g__Noviherbaspirillum_A_569121; s__Noviherbaspirillum_A_569121 aerium	1.0
MJ034-1-barcode33-umi17179bins-ubs-16	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325; s__Pseudomonas_E_650325 peli	1.0
MJ034-1-barcode33-umi12089bins-ubs-29	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__VFJQ01; s__VFJQ01 sp009885995	1.0
MJ030-2-barcode59-umi40740bins-ubs-17	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Berkiellales; f__; g__; s__	1.0
GB-GCA-005774505.1-VAUH01000153.1	d__Bacteria; p__Desulfobacterota_G_459546; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__RPRC01; s__	1.0
MJ010-1-barcode29-umi126976bins-ubs-4	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__SG-bin7; g__SG-bin7; s__SG-bin7 sp002083485	1.0
MJ020-2-barcode70-umi35356bins-ubs-14	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseolinea; s__Chryseolinea serpens	1.0
MJ030-2-barcode59-umi73014bins-ubs-8	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__UBA7694; f__UBA7694; g__GCA-2770975; s__GCA-2770975 sp002783405	1.0
MJ034-1-barcode32-umi15441bins-ubs-18	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_929731; g__Edaphocola; s__	1.0
MJ034-1-barcode41-umi26587bins-ubs-4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseolinea; s__Chryseolinea serpens	1.0
RS-GCF-014873475.1-NZ-JADBDX010000001.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium_483265; s__Sphingomicrobium daechungense	1.0
MJ033-1-barcode39-umi39706bins-ubs-3	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaera; s__Pedosphaera parvula	1.0
G002243285	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Crocinitomicaceae; g__Fluviicola; s__Fluviicola riflensis	1.0
AY566291	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383312; s__Microbacterium_A_383312 natoriense	1.0
MK183015	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter_887417; s__Pedobacter frigiditerrae	1.0
GB-GCA-016706365.1-JADJJU010000009.1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__OLB8; s__	1.0
MJ030-2-barcode58-umi40310bins-ubs-16	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__VadinHA17_877549; g__; s__	1.0
MJ010-1-barcode26-umi31356bins-ubs-22	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter_A_608626; s__	1.0
GB-GCA-001587555.1-LQYU01000028.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae; g__Parageobacillus_294456; s__Parageobacillus thermoglucosidasius	1.0
MJ031-1-barcode42-umi6366bins-ubs-71	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Sediminibacterium; s__Sediminibacterium sp000438985	1.0
MJ007-2-barcode59-umi47568bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504721; f__Hyphomicrobiaceae; g__Hyphomicrobium_A; s__	1.0
MG822857	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501059; f__Rhizobiaceae_A_501059; g__Mycoplana_499574; s__	1.0
GB-GCA-002282095.1-NCIO01000020.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__UBA7879; f__UBA5542; g__2-01-FULL-41-14; s__	1.0
AF290916	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_D_363757; s__Paenibacillus_D_363757 daejeonensis	1.0
MJ034-1-barcode39-umi10640bins-ubs-35	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	1.0
MF503624	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium_483265; s__Sphingomicrobium edaphi	1.0
RS-GCF-002002735.1-NZ-MUNY01000075.1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_902095; g__Algoriphagus; s__	1.0
GB-GCA-013298955.1-JAAFJT010000130.1	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__Staskawiczbacteraceae; g__GWA2-37-10; s__	1.0
GB-GCA-016195245.1-JACQAC010000106.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__TH1-2; g__Terricaulis_486962; s__	1.0
GB-GCA-016715885.1-JADJXL010000001.1	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Polyangiales; f__Polyangiaceae; g__Polyangium; s__	1.0
MJ030-1-barcode42-umi18359bins-ubs-30	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus thiophilus	1.0
G005884665	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__VBAT01; s__VBAT01 sp005884665	1.0
MJ033-1-barcode39-umi15008bins-ubs-18	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_AC; s__Paenibacillus_AC psychroresistens	1.0
MJ031-2-barcode61-umi45999bins-ubs-4	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaera; s__Pedosphaera parvula	1.0
MJ020-1-barcode31-umi13444bins-ubs-28	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__; s__	1.0
MJ010-1-barcode26-umi148415bins-ubs-3	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968; g__; s__	1.0
MJ032-1-barcode26-umi78065bins-ubs-3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767; f__B-17BO; g__UBA2475; s__UBA2475 sp002319075	1.0
MJ032-1-barcode26-umi61717bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter_A_608626; s__Steroidobacter_A_608626 soli	1.0
MJ034-1-barcode46-umi1801bins-ubs-233	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Paracaedibacterales; f__Paracaedibacteraceae; g__; s__	1.0
MJ010-1-barcode26-umi11350bins-ubs-45	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__Anaerocolumna aminovalerica	1.0
MJ030-1-barcode25-umi20145bins-ubs-26	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales; f__Massilibacillaceae; g__Massilibacillus; s__Massilibacillus massiliensis	1.0
MJ032-1-barcode26-umi27146bins-ubs-14	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__ELB16-189 sp001567185	1.0
MJ034-1-barcode32-umi13325bins-ubs-25	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650612; f__Porticoccaceae; g__SZUA-272; s__	1.0
MJ034-2-barcode66-umi2396bins-ubs-176	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__VBAT01; s__VBAT01 sp005884665	1.0
MJ032-2-barcode71-umi4959bins-ubs-70	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__	1.0
MJ031-1-barcode42-umi30146bins-ubs-10	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__	1.0
MJ033-1-barcode36-umi1937bins-ubs-183	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Paraflavitalea; s__Paraflavitalea devenefica	1.0
MJ020-1-barcode29-umi37379bins-ubs-12	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__DSM-16500; f__DSM-16500; g__Aquicella_A; s__Aquicella_A siphonis	1.0
MJ030-2-barcode58-umi60357bins-ubs-11	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_470743; o__UBA1018; f__UBA1018; g__GWA1-52-35; s__GWA1-52-35 sp001769805	1.0
GB-GCA-007096665.1-SFAL01000225.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124; s__Devosia_A_502124 sp001427875	1.0
G004297445	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__UBA11579; g__SCUK01; s__SCUK01 sp004297445	1.0
RS-GCF-001571225.1-NZ-BCTJ01000079.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395; s__Hydrogenophaga palleronii	1.0
MJ032-1-barcode26-umi61730bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574758; g__; s__	1.0
RS-GCF-016807485.1-NZ-JACEFY010000062.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383184; s__Microbacterium_A_383184 aoyamense	1.0
G900110015	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Amphibacillaceae; g__Terribacillus; s__Terribacillus saccharophilus	1.0
MJ032-2-barcode72-umi57159bins-ubs-9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Ferruginibacter; s__Ferruginibacter sp002400445	1.0
MJ031-1-barcode30-umi5741bins-ubs-85	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__VadinHA17_874699; g__HyVt-105; s__	1.0
MJ010-1-barcode26-umi123488bins-ubs-4	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_V; s__	1.0
MJ031-1-barcode27-umi23060bins-ubs-16	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__UTBCD1; s__UTBCD1 sp002066995	1.0
RS-GCF-001426825.1-NZ-LMFM01000005.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhabdus_483366; s__	1.0
CP032157	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Paraflavitalea; s__Paraflavitalea soli	1.0
MJ007-1-barcode25-umi5483bins-ubs-56	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA9339; f__UBA9339; g__UBA9339; s__UBA9339 sp001801345	1.0
MJ010-1-barcode26-umi50964bins-ubs-20	d__Bacteria; p__Firmicutes_B_370539; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium_A; s__Desulfitobacterium_A metallireducens	1.0
MJ020-1-barcode44-umi53551bins-ubs-8	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__SG-bin7; g__SG-bin7; s__SG-bin7 sp002083485	1.0
MJ032-2-barcode69-umi69920bins-ubs-5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__	1.0
AY462044	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Glycomyces; s__Glycomyces algeriensis	1.0
MJ007-1-barcode25-umi12635bins-ubs-22	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574758; g__Pseudoduganella; s__	1.0
MJ030-2-barcode59-umi100957bins-ubs-4	d__Bacteria; p__Myxococcota_A_473307; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__WRKR01; s__WRKR01 sp009782175	1.0
EF567306	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383184; s__Microbacterium_A_383184 binotii	1.0
MJ031-1-barcode30-umi31582bins-ubs-7	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae_785640; g__; s__	1.0
RS-GCF-000510785.1-NZ-AZOC01000063.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__Pseudomonas_E_647464 canavaninivorans	1.0
GU434268	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Kribbellaceae; g__Kribbella; s__Kribbella pittospori	1.0
MJ034-1-barcode33-umi4046bins-ubs-113	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Dinghuibacter; s__	1.0
G001591445	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Neobacillus; s__Neobacillus drentensis	1.0
KP317497	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Bacillus_AZ_295450; s__Mesobacillus maritimus	1.0
MJ010-1-barcode26-umi69753bins-ubs-11	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Neobacillus; s__Neobacillus niacini_A_295841	1.0
MJ033-1-barcode36-umi24517bins-ubs-10	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__; f__; g__; s__Ammoniphilus oxalivorans	1.0
G001428485	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383184; s__Microbacterium_A_383184 sp001428485	1.0
RS-GCF-004340905.1-NZ-SLXD01000029.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Rubrivivax; s__Rubrivivax gelatinosus_A	1.0
KJ599648	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Alteraurantiacibacter; s__Altererythrobacter buctensis	1.0
MJ020-2-barcode70-umi30545bins-ubs-17	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_AM; s__Clostridium_AM magnum	1.0
MJ030-2-barcode59-umi112779bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter_A_608626; s__	1.0
MJ030-2-barcode65-umi103110bins-ubs-3	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Solibacter; s__Solibacter usitatus_A	1.0
MJ030-2-barcode59-umi89300bins-ubs-5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124; s__	1.0
G002434045	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA5946; g__UBA5946; s__UBA5946 sp002434045	1.0
MK480726	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383312; s__Microbacterium_A_383312 algeriense	1.0
RS-GCF-900230285.1-NZ-OCNK01000011.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus; s__	1.0
MJ033-1-barcode36-umi21389bins-ubs-12	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__; g__; s__	1.0
MJ030-1-barcode42-umi100663bins-ubs-4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__Christensenellaceae; g__; s__	1.0
RS-GCF-003019635.1-NZ-PYGL01000054.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium_A_485959; s__Sphingobium_A_485959 xenophagum	1.0
MJ031-1-barcode42-umi39719bins-ubs-3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	1.0
MJ033-1-barcode39-umi10180bins-ubs-29	d__Bacteria; p__Bdellovibrionota_E; c__Oligoflexia; o__Oligoflexales; f__Oligoflexaceae; g__Oligoflexus; s__Oligoflexus tunisiensis	1.0
MJ034-2-barcode65-umi2612bins-ubs-156	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__	1.0
MJ031-1-barcode30-umi38368bins-ubs-3	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaera; s__Pedosphaera parvula	1.0
MJ034-1-barcode41-umi23804bins-ubs-6	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae_433871; g__PSRF01; s__PSRF01 sp002427845	1.0
MJ032-2-barcode60-umi60741bins-ubs-7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__	1.0
MJ031-2-barcode61-umi31845bins-ubs-11	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cytophagaceae; g__Sporocytophaga; s__Sporocytophaga myxococcoides	1.0
MJ034-1-barcode32-umi19546bins-ubs-11	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__UBA1573; s__	1.0
MJ030-1-barcode25-umi4617bins-ubs-64	d__Bacteria; p__Bdellovibrionota_E; c__UBA2428; o__UBA2428; f__UBA2428; g__JAACVK01; s__JAACVK01 sp009991595	1.0
MJ033-1-barcode39-umi35549bins-ubs-5	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia_984208; o__; f__; g__; s__	1.0
MJ033-1-barcode28-umi28030bins-ubs-8	d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030; f__UBA6906; g__CAADGV01; s__CAADGV01 sp900696645	1.0
MJ033-1-barcode49-umi33770bins-ubs-6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Sulfurifustaceae; g__Sulfuricaulis; s__	1.0
MJ030-2-barcode59-umi24325bins-ubs-27	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__VadinHA17_874699; g__HyVt-105; s__	1.0
G003001905	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Thermoactinomycetales_367866; f__DSM-44946; g__Planifilum; s__Planifilum fimeticola	1.0
MJ030-2-barcode59-umi109455bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__	1.0
GU128881	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500279; f__Rhizobiaceae_A_500279; g__Neorhizobium; s__Neorhizobium vignae	1.0
GB-GCA-017986985.1-JAGNUO010000023.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ideonella_A_591966; s__	1.0
G000422725	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium subsaxonicum	1.0
MJ020-2-barcode66-umi51197bins-ubs-8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseotalea; s__	1.0
MJ020-1-barcode31-umi105044bins-ubs-3	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae_433871; g__PSRF01; s__PSRF01 sp002427845	1.0
MJ034-1-barcode33-umi11213bins-ubs-31	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__UBA3362; s__	1.0
