OTU_ID	HaZm1	HaZm2	HaZm3	HaZm4	HaZm5	HaZm6	HaZm7	HaZm8	HaZm9	HaZm10	ZmGm1	ZmGm2	ZmGm3	ZmGm4	ZmGm5	ZmGm6	ZmGm7	ZmGm8	ZmGm9	ZmGm10	TaGm1	TaGm2	TaGm3	TaGm4	TaGm5	TaGm6	TaGm7	TaGm8	TaGm9	TaGm10	ZmZm1	ZmZm2	ZmZm3	ZmZm4	ZmZm5	ZmZm6	ZmZm7	ZmZm8	ZmZm9	ZmZm10	GmZm1	GmZm2	GmZm3	GmZm4	GmZm5	GmZm6	GmZm7	GmZm8	GmZm9	GmZm10	GmGm1	GmGm2	GmGm3	GmGm4	GmGm5	GmGm6	GmGm7	GmGm8	GmGm9	GmGm10	PsZm1	PsZm2	PsZm3	PsZm4	PsZm5	PsZm6	PsZm7	PsZm8	PsZm9	PsZm10	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU_924	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	12	0	0	0	0	0	0	9	0	0	0	Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
OTU_970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_dimorphum	Lecanicillium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_975	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	2	0	0	0	0	9	4	0	1	0	4	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces_lanuginosus	Thermomyces	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	NULL	Possible	Host - Cannabaceae, Moraceae, Oleaceae	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))'
OTU_1056	0	0	7	0	0	0	0	1	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	5	0	0	9	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Microfungus	NULL	Probable	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_1204	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	1	0	0	0	0	0	4	0	0	2	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Aquapeziza,Aquapeziza_globispora	Aquapeziza	13	Saprotroph	Wood Saprotroph	Microfungus	NULL	Highly Probable	From aquatic environments on sumerged wood (Hu et al. 2012)	b'Hu D-M, et al. 2012. Mycologia 104:540-546 ((https://doi.org/10.3852/11-123))'
OTU_1693	2	0	4	0	0	1	3	0	0	3	0	0	0	3	1	0	0	0	3	1	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	1	Fungi,Glomeromycota,Glomeromycetes,Glomerales	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_972	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	2	0	4	1	1	0	5	0	0	Fungi,Glomeromycota	Glomeromycota	3	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Lecanoromycetes,Lecanorales	Lecanorales	7	Pathotroph-Symbiotroph	Lichen Parasite-Lichenized	Microfungus-Thallus	NULL	Probable	Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
OTU_4697	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	5	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	4	Fungi,Basidiomycota,Agaricomycetes,Agaricales	Agaricales	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Possible	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'
OTU_1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea	Rhizophlyctis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
OTU_1061	0	3	0	3	0	3	0	2	0	11	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria	Clavaria	13	Saprotroph	Undefined Saprotroph	Clavarioid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_1575	0	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_4201	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0	0	1	0	2	2	0	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	2	0	2	1	0	0	0	0	0	0	0	1	1	1	0	1	4	0	0	0	0	1	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_994	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	1	0	11	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	4	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus	Glomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1250	0	0	0	0	0	31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia	Knufia	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Possible	Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)	b'Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))'
OTU_3769	0	0	0	0	0	0	0	4	0	0	1	0	2	0	5	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	3	0	0	3	0	1	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1005	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_conoides	Arthrobotrys	13	Saprotroph	Dung Saprotroph-Nematophagous	Microfungus	Nematode-trapping fungus (Yang et al. 2020)	Probable	NULL	b'Seifert KA, Kendrick WB, Murase G. 1983. A Key to Hyphomycetes on Dung. University of Waterloo Press, Waterloo; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Yang C-T, et al. 2020. Proceedings of the National Academy of Sciences 117:6762-6770 ((https://doi.org/10.1073/pnas.1919726117))'
OTU_1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	15	0	1	0	0	0	0	4	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_brachysporum	Hypocreales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_2923	0	0	0	0	0	3	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_5591	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza	Peziza	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte)'
OTU_1067	0	0	0	0	4	0	1	0	0	0	0	3	0	1	0	0	0	0	3	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	2	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria	Alfaria	13	Saprotroph	Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Highly Probable	Saprotroph isolated from leaf litter and soil (Lombard et al. 2016)	b'Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))'
OTU_1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_californica	Clavaria	13	Saprotroph	Undefined Saprotroph	Clavarioid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_3881	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	3	0	1	4	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria	Alfaria	13	Saprotroph	Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Highly Probable	Saprotroph isolated from leaf litter and soil (Lombard et al. 2016)	b'Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))'
OTU_1045	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	4	2	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_columbinus	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_1147	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora	Diversispora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1332	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	18	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus	Ascobolus	13	Saprotroph	Dung Saprotroph-Wood Saprotroph	NULL	Soft Rot	Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_3765	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	1	2	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	3	0	1	0	5	3	0	0	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_flava	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_1086	0	0	0	0	0	4	2	0	3	0	3	0	2	0	0	0	0	0	0	1	0	0	1	9	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Pseudopenicillium,Pseudopenicillium_megasporum	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_1114	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	5	5	Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_piperis	Aspergillus	13	 Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Saprotroph-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	NULL	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'
OTU_1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis	Pneumocystis	13	Pathotroph	Animal Pathogen	NULL	NULL	Highly Probable	Opportunistic human pathogen	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766))'
OTU_1820	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	6	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis	Pneumocystis	13	Pathotroph	Animal Pathogen	NULL	NULL	Highly Probable	Opportunistic human pathogen	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766))'
OTU_1096	0	0	0	0	0	0	0	4	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	3	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia	Scutellinia	13	Saprotroph	Undefined Saprotroph	Pezizoid	NULL	Probable	Common name - eye lash cup	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_1202	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	1	0	0	5	0	0	0	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
